,week,Age,cases
1616,28,25,2
1617,28,26,4
1618,28,27,2
1619,28,28,1
1620,28,29,3
1621,28,30,3
1622,28,31,2
1623,28,32,4
1624,28,33,3
1625,28,34,2
1626,28,35,0
1627,28,36,2
1628,28,37,4
1629,28,38,4
1630,28,39,0
1631,28,40,9
1632,28,41,7
1633,28,42,3
1634,28,43,7
1635,28,44,7
1636,28,45,5
1637,28,46,5
1638,28,47,13
1639,28,48,8
1640,28,49,8
1641,28,50,12
1642,28,51,10
1643,28,52,15
1644,28,53,15
1645,28,54,8
1646,28,55,20
1647,28,56,15
1648,28,57,12
1649,28,58,23
1650,28,59,25
1651,28,60,30
1652,28,61,23
1653,28,62,19
1654,28,63,18
1655,28,64,24
1656,28,65,23
1657,28,66,19
1658,28,67,26
1659,28,68,28
1660,28,69,22
1661,28,70,20
1662,28,71,27
